age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,income_encoded
36,State-gov,9th,8,Married-AF-spouse,Farming-fishing,Unmarried,Other,Female,76,South,<=50K,0
43,?,Masters,3,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,82,Japan,<=50K,0
69,Federal-gov,Assoc-voc,1,Married-spouse-absent,Handlers-cleaners,Wife,White,Female,38,England,<=50K,0
43,Self-emp-not-inc,Bachelors,11,Widowed,Adm-clerical,Wife,White,Female,32,Puerto-Rico,<=50K,0
42,Self-emp-inc,12th,12,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female,41,China,<=50K,0
43,Never-worked,5th-6th,9,Married-AF-spouse,Priv-house-serv,Own-child,Other,Female,22,Iran,<=50K,0
43,Local-gov,HS-grad,9,Widowed,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,42,England,<=50K,0
63,Without-pay,Bachelors,9,Separated,Prof-specialty,Not-in-family,Black,Male,12,Canada,<=50K,0
45,Local-gov,Preschool,9,Divorced,Craft-repair,Husband,White,Female,57,Cuba,<=50K,0
66,Self-emp-inc,Masters,2,Separated,Prof-specialty,Not-in-family,Other,Male,85,Cuba,<=50K,0
35,Self-emp-inc,Doctorate,14,Never-married,Tech-support,Unmarried,Other,Female,8,Jamaica,<=50K,0
49,Never-worked,Prof-school,14,Widowed,Transport-moving,Not-in-family,Black,Male,28,Cuba,<=50K,0
70,Private,11th,11,Divorced,Transport-moving,Unmarried,Asian-Pac-Islander,Male,57,Jamaica,<=50K,0
20,State-gov,11th,11,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Male,53,South,<=50K,0
19,Self-emp-not-inc,HS-grad,11,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,86,India,<=50K,0
50,?,Some-college,4,Married-AF-spouse,Priv-house-serv,Not-in-family,Other,Female,80,England,<=50K,0
59,Never-worked,Assoc-voc,15,Married-civ-spouse,Other-service,Own-child,Black,Male,76,Canada,<=50K,0
36,Private,1st-4th,2,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,17,Cuba,<=50K,0
34,Self-emp-not-inc,10th,7,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Female,21,Philippines,<=50K,0
61,State-gov,HS-grad,11,Married-spouse-absent,Tech-support,Husband,Black,Male,51,Iran,<=50K,0
50,Self-emp-not-inc,Prof-school,3,Widowed,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,7,Greece,<=50K,0
29,Private,1st-4th,9,Married-AF-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,61,South,<=50K,0
66,Self-emp-inc,Doctorate,7,Never-married,Protective-serv,Wife,Other,Female,84,United-States,<=50K,0
73,Self-emp-not-inc,Preschool,8,Never-married,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Female,54,Germany,<=50K,0
20,Local-gov,Some-college,9,Married-civ-spouse,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,41,Germany,<=50K,0
60,Self-emp-not-inc,Assoc-acdm,8,Separated,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,60,Cambodia,<=50K,0
66,Self-emp-inc,7th-8th,7,Widowed,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,44,Mexico,<=50K,0
72,Without-pay,Preschool,15,Divorced,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,77,Canada,<=50K,0
43,Without-pay,9th,9,Married-AF-spouse,Sales,Husband,Other,Male,29,Philippines,<=50K,0
52,Without-pay,9th,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,43,Mexico,<=50K,0
25,Never-worked,Some-college,1,Married-AF-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,37,Greece,<=50K,0
69,State-gov,5th-6th,11,Married-civ-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,61,China,<=50K,0
53,State-gov,HS-grad,15,Never-married,Handlers-cleaners,Own-child,Other,Female,59,Mexico,<=50K,0
70,Self-emp-not-inc,9th,4,Never-married,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,61,Cuba,<=50K,0
71,?,Masters,4,Separated,Handlers-cleaners,Wife,White,Female,72,Italy,<=50K,0
24,State-gov,Bachelors,5,Widowed,Other-service,Husband,White,Male,20,Canada,<=50K,0
63,Local-gov,9th,8,Widowed,Protective-serv,Unmarried,Other,Female,44,Poland,<=50K,0
63,Local-gov,11th,10,Married-AF-spouse,Other-service,Husband,White,Male,56,Japan,<=50K,0
53,Federal-gov,9th,1,Married-AF-spouse,Prof-specialty,Wife,Other,Female,48,United-States,<=50K,0
33,Local-gov,Assoc-acdm,6,Separated,Prof-specialty,Husband,White,Male,74,Cambodia,<=50K,0
41,State-gov,Assoc-voc,9,Never-married,Transport-moving,Other-relative,Black,Male,15,United-States,<=50K,0
78,?,Some-college,10,Married-spouse-absent,Protective-serv,Husband,Asian-Pac-Islander,Female,76,Greece,<=50K,0
71,Self-emp-inc,5th-6th,8,Separated,Sales,Wife,Amer-Indian-Eskimo,Female,56,United-States,<=50K,0
79,Without-pay,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,Other,Female,56,England,<=50K,0
18,Self-emp-not-inc,Assoc-acdm,2,Never-married,Other-service,Unmarried,White,Male,46,Mexico,<=50K,0
66,Self-emp-inc,1st-4th,7,Married-AF-spouse,Other-service,Unmarried,Black,Male,57,China,<=50K,0
42,?,11th,5,Married-AF-spouse,Adm-clerical,Unmarried,White,Male,45,India,<=50K,0
27,Never-worked,HS-grad,2,Divorced,Exec-managerial,Unmarried,Black,Female,80,Iran,<=50K,0
71,Without-pay,10th,11,Divorced,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,42,Germany,<=50K,0
33,Federal-gov,5th-6th,1,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,62,Cuba,<=50K,0
33,Never-worked,7th-8th,2,Married-AF-spouse,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,8,Germany,<=50K,0
75,State-gov,11th,11,Never-married,Prof-specialty,Own-child,Black,Male,84,Cambodia,<=50K,0
25,?,Some-college,10,Married-AF-spouse,Adm-clerical,Unmarried,White,Female,14,United-States,<=50K,0
46,Without-pay,Preschool,6,Married-AF-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,26,India,<=50K,0
56,Federal-gov,Some-college,11,Married-civ-spouse,Transport-moving,Unmarried,White,Female,41,Vietnam,<=50K,0
45,Self-emp-not-inc,Some-college,12,Married-spouse-absent,Handlers-cleaners,Husband,Other,Male,29,Philippines,<=50K,0
23,Self-emp-not-inc,Assoc-acdm,8,Married-civ-spouse,Transport-moving,Unmarried,White,Male,63,Puerto-Rico,<=50K,0
33,State-gov,Some-college,3,Widowed,Farming-fishing,Not-in-family,Other,Male,13,Mexico,<=50K,0
37,Local-gov,Masters,5,Divorced,Farming-fishing,Husband,Other,Female,98,Philippines,<=50K,0
33,?,Preschool,15,Married-civ-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,86,Jamaica,<=50K,0
24,Federal-gov,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Other,Female,90,India,<=50K,0
58,Federal-gov,Assoc-voc,2,Widowed,Handlers-cleaners,Husband,White,Male,98,Puerto-Rico,<=50K,0
31,Local-gov,Assoc-voc,12,Separated,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,59,United-States,<=50K,0
60,Local-gov,Doctorate,8,Widowed,Sales,Not-in-family,White,Male,47,Vietnam,<=50K,0
43,Never-worked,10th,4,Divorced,Transport-moving,Wife,Black,Female,88,Jamaica,<=50K,0
43,Without-pay,Some-college,11,Married-AF-spouse,Transport-moving,Unmarried,Black,Female,21,India,<=50K,0
31,Never-worked,Assoc-voc,10,Widowed,Prof-specialty,Wife,White,Male,95,Mexico,<=50K,0
24,Private,12th,12,Divorced,Craft-repair,Other-relative,Black,Male,12,Poland,<=50K,0
50,Private,9th,6,Widowed,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,24,Vietnam,<=50K,0
43,State-gov,9th,3,Married-AF-spouse,Farming-fishing,Husband,Black,Male,21,United-States,<=50K,0
74,?,Doctorate,11,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,4,Mexico,<=50K,0
62,Federal-gov,Some-college,15,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,25,India,<=50K,0
37,Without-pay,Prof-school,8,Widowed,Protective-serv,Wife,Asian-Pac-Islander,Female,8,India,<=50K,0
20,Self-emp-not-inc,Doctorate,8,Married-AF-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Female,36,Italy,<=50K,0
69,Self-emp-not-inc,Assoc-acdm,3,Married-AF-spouse,Craft-repair,Wife,Amer-Indian-Eskimo,Male,34,Cambodia,<=50K,0
21,Self-emp-inc,7th-8th,12,Married-spouse-absent,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,50,Iran,<=50K,0
78,Local-gov,Assoc-acdm,9,Never-married,Exec-managerial,Other-relative,Black,Female,91,Cambodia,<=50K,0
43,State-gov,12th,10,Widowed,Protective-serv,Husband,White,Male,28,Poland,<=50K,0
28,Self-emp-inc,Assoc-acdm,13,Never-married,Protective-serv,Wife,Amer-Indian-Eskimo,Male,62,Cambodia,<=50K,0
19,Self-emp-inc,12th,5,Widowed,Prof-specialty,Not-in-family,White,Female,93,Italy,<=50K,0
31,?,12th,10,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,93,Philippines,<=50K,0
61,Federal-gov,5th-6th,9,Separated,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,74,Mexico,<=50K,0
47,Without-pay,Assoc-acdm,7,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,44,China,<=50K,0
66,Self-emp-not-inc,7th-8th,15,Divorced,Exec-managerial,Not-in-family,White,Female,32,Cuba,<=50K,0
29,Self-emp-not-inc,12th,15,Married-spouse-absent,Transport-moving,Unmarried,Black,Female,8,Greece,<=50K,0
43,Self-emp-not-inc,Assoc-voc,15,Never-married,Sales,Own-child,White,Male,54,India,<=50K,0
61,Private,Bachelors,10,Never-married,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,17,China,<=50K,0
50,?,Bachelors,3,Married-AF-spouse,Sales,Other-relative,Black,Male,12,Vietnam,<=50K,0
30,State-gov,Doctorate,6,Widowed,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,90,Puerto-Rico,<=50K,0
31,Self-emp-not-inc,HS-grad,10,Married-AF-spouse,Protective-serv,Wife,Black,Female,67,Canada,<=50K,0
41,Self-emp-not-inc,5th-6th,2,Divorced,Machine-op-inspct,Wife,Black,Male,75,Cambodia,<=50K,0
79,State-gov,1st-4th,6,Married-AF-spouse,Prof-specialty,Husband,White,Male,78,Mexico,<=50K,0
51,Private,Some-college,12,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,71,Greece,<=50K,0
61,Self-emp-inc,11th,5,Married-civ-spouse,Craft-repair,Wife,Amer-Indian-Eskimo,Male,26,Italy,<=50K,0
43,State-gov,1st-4th,13,Widowed,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,33,Philippines,<=50K,0
38,Self-emp-inc,Assoc-voc,3,Married-civ-spouse,Craft-repair,Other-relative,Other,Female,44,Mexico,<=50K,0
45,Local-gov,Doctorate,14,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Female,32,Germany,<=50K,0
65,Never-worked,Assoc-voc,15,Widowed,Priv-house-serv,Unmarried,White,Male,38,United-States,<=50K,0
53,Self-emp-not-inc,Doctorate,7,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,84,Jamaica,<=50K,0
57,State-gov,1st-4th,11,Married-civ-spouse,Other-service,Other-relative,Black,Male,10,Italy,<=50K,0
19,Never-worked,11th,4,Divorced,Tech-support,Not-in-family,Other,Female,79,Cuba,<=50K,0
59,Without-pay,10th,11,Married-AF-spouse,Sales,Husband,Asian-Pac-Islander,Female,79,Japan,<=50K,0
26,?,Some-college,14,Married-AF-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,70,Greece,<=50K,0
40,Local-gov,5th-6th,6,Never-married,Tech-support,Own-child,Other,Male,89,United-States,<=50K,0
32,Without-pay,10th,9,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,1,Mexico,<=50K,0
30,Without-pay,10th,12,Married-civ-spouse,Transport-moving,Wife,Black,Female,70,Philippines,<=50K,0
40,Local-gov,Bachelors,14,Separated,Priv-house-serv,Husband,Other,Female,77,Cuba,<=50K,0
34,Self-emp-inc,7th-8th,6,Separated,Transport-moving,Unmarried,White,Male,75,Italy,<=50K,0
79,State-gov,12th,4,Separated,Protective-serv,Other-relative,Asian-Pac-Islander,Male,88,Japan,<=50K,0
65,Federal-gov,11th,15,Separated,Prof-specialty,Unmarried,Other,Male,84,Puerto-Rico,<=50K,0
77,Self-emp-not-inc,7th-8th,10,Married-AF-spouse,Armed-Forces,Other-relative,Other,Female,90,Canada,<=50K,0
19,Private,5th-6th,15,Married-AF-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,25,Philippines,<=50K,0
37,State-gov,5th-6th,2,Married-AF-spouse,Armed-Forces,Wife,Other,Female,52,India,<=50K,0
37,Self-emp-not-inc,HS-grad,9,Widowed,Craft-repair,Not-in-family,Other,Male,52,Italy,<=50K,0
76,State-gov,5th-6th,15,Divorced,Armed-Forces,Wife,Asian-Pac-Islander,Female,12,Vietnam,<=50K,0
63,Without-pay,12th,14,Separated,Prof-specialty,Wife,Black,Male,46,Philippines,<=50K,0
20,Federal-gov,Assoc-acdm,4,Married-spouse-absent,Sales,Wife,White,Male,9,India,<=50K,0
72,Private,10th,4,Married-AF-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,45,Germany,<=50K,0
29,State-gov,Assoc-voc,2,Separated,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,36,Cambodia,<=50K,0
57,Self-emp-not-inc,12th,15,Married-civ-spouse,Armed-Forces,Wife,Other,Female,9,Greece,<=50K,0
19,Private,Doctorate,5,Widowed,Prof-specialty,Wife,White,Female,97,Jamaica,<=50K,0
53,Private,Assoc-acdm,13,Never-married,Protective-serv,Unmarried,White,Male,40,Italy,<=50K,0
31,?,Bachelors,6,Married-AF-spouse,Protective-serv,Unmarried,Asian-Pac-Islander,Female,34,Italy,<=50K,0
33,Without-pay,Assoc-acdm,10,Married-AF-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,88,South,<=50K,0
36,?,Masters,6,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,53,England,<=50K,0
51,Self-emp-not-inc,Doctorate,3,Never-married,Transport-moving,Wife,Black,Male,45,Puerto-Rico,<=50K,0
61,Self-emp-not-inc,Assoc-acdm,12,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Male,97,Cambodia,<=50K,0
78,Self-emp-inc,Prof-school,15,Married-AF-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,33,India,<=50K,0
63,State-gov,11th,15,Never-married,Craft-repair,Not-in-family,White,Male,29,United-States,<=50K,0
23,State-gov,12th,14,Married-spouse-absent,Transport-moving,Unmarried,White,Male,38,Cuba,<=50K,0
30,Self-emp-inc,11th,9,Married-AF-spouse,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,48,Canada,<=50K,0
53,Never-worked,Masters,7,Separated,Prof-specialty,Other-relative,Other,Male,77,Mexico,<=50K,0
39,Local-gov,12th,13,Widowed,Machine-op-inspct,Own-child,Black,Male,82,England,<=50K,0
35,State-gov,10th,14,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,59,China,>50K,1
29,Local-gov,Assoc-voc,3,Never-married,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,62,Italy,<=50K,0
69,State-gov,9th,4,Married-civ-spouse,Craft-repair,Unmarried,Black,Female,35,Canada,<=50K,0
76,Never-worked,Doctorate,7,Separated,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,47,Germany,<=50K,0
71,Federal-gov,11th,11,Divorced,Tech-support,Unmarried,Black,Female,59,Puerto-Rico,<=50K,0
47,Never-worked,11th,8,Widowed,Machine-op-inspct,Unmarried,Other,Male,59,Cuba,<=50K,0
70,Self-emp-not-inc,Assoc-voc,6,Separated,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,2,South,<=50K,0
68,Self-emp-inc,12th,4,Divorced,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,89,Greece,<=50K,0
57,Self-emp-not-inc,1st-4th,12,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,60,United-States,<=50K,0
24,Federal-gov,Assoc-voc,2,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,6,South,<=50K,0
49,?,Masters,10,Married-AF-spouse,Transport-moving,Not-in-family,Other,Male,25,Germany,<=50K,0
65,Self-emp-not-inc,7th-8th,8,Divorced,Machine-op-inspct,Not-in-family,Other,Male,53,Philippines,<=50K,0
36,Self-emp-not-inc,Doctorate,1,Divorced,Farming-fishing,Own-child,White,Male,84,China,<=50K,0
23,Self-emp-not-inc,Assoc-acdm,9,Married-AF-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,78,Philippines,<=50K,0
37,Private,5th-6th,15,Divorced,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,4,China,<=50K,0
44,Local-gov,10th,8,Married-AF-spouse,Priv-house-serv,Husband,White,Female,72,Cambodia,<=50K,0
70,Never-worked,Assoc-voc,3,Married-AF-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,98,Italy,<=50K,0
60,?,Masters,10,Widowed,Armed-Forces,Wife,Black,Female,92,South,<=50K,0
54,Never-worked,12th,4,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,56,China,<=50K,0
65,Local-gov,Bachelors,10,Married-AF-spouse,Other-service,Own-child,Black,Female,2,Japan,<=50K,0
24,?,Assoc-voc,4,Never-married,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,17,Japan,<=50K,0
76,Without-pay,Some-college,2,Divorced,Armed-Forces,Not-in-family,Black,Male,68,Canada,<=50K,0
22,Private,Assoc-voc,12,Divorced,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,48,Philippines,<=50K,0
28,Self-emp-not-inc,11th,11,Separated,Armed-Forces,Other-relative,Other,Male,98,Mexico,<=50K,0
32,Private,7th-8th,10,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Male,27,Iran,<=50K,0
20,Never-worked,10th,5,Widowed,Sales,Wife,White,Female,83,India,<=50K,0
75,?,Prof-school,13,Widowed,Tech-support,Husband,Asian-Pac-Islander,Female,92,Canada,<=50K,0
22,Federal-gov,Assoc-voc,12,Widowed,Adm-clerical,Husband,Asian-Pac-Islander,Male,34,Italy,<=50K,0
40,Private,9th,3,Separated,Armed-Forces,Own-child,Other,Male,96,China,<=50K,0
70,Self-emp-not-inc,10th,12,Divorced,Farming-fishing,Husband,Asian-Pac-Islander,Male,41,Poland,<=50K,0
54,Federal-gov,Preschool,11,Separated,Farming-fishing,Not-in-family,White,Female,95,Japan,<=50K,0
26,Never-worked,Preschool,1,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Male,6,South,<=50K,0
32,Federal-gov,1st-4th,2,Married-civ-spouse,Farming-fishing,Wife,Asian-Pac-Islander,Male,6,Germany,<=50K,0
20,Local-gov,Some-college,11,Separated,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,28,South,<=50K,0
46,Without-pay,Masters,12,Married-AF-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,8,Vietnam,<=50K,0
23,Self-emp-not-inc,Bachelors,7,Separated,Armed-Forces,Not-in-family,Other,Male,1,India,<=50K,0
34,Private,Assoc-voc,15,Never-married,Sales,Other-relative,Other,Male,80,Canada,<=50K,0
43,?,5th-6th,1,Married-AF-spouse,Transport-moving,Unmarried,White,Female,83,Iran,<=50K,0
38,Self-emp-inc,Assoc-acdm,15,Married-AF-spouse,Transport-moving,Unmarried,White,Female,18,England,<=50K,0
25,Federal-gov,Assoc-acdm,12,Married-AF-spouse,Farming-fishing,Other-relative,White,Female,94,Mexico,<=50K,0
38,State-gov,Some-college,13,Married-AF-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,80,Germany,<=50K,0
74,Self-emp-inc,11th,13,Married-spouse-absent,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,97,Japan,<=50K,0
28,Never-worked,HS-grad,2,Married-spouse-absent,Farming-fishing,Husband,Asian-Pac-Islander,Male,92,Mexico,<=50K,0
55,State-gov,11th,14,Married-AF-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,47,Poland,<=50K,0
25,State-gov,Some-college,10,Married-AF-spouse,Prof-specialty,Wife,White,Male,80,South,<=50K,0
59,State-gov,11th,7,Married-AF-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,11,Poland,<=50K,0
41,Self-emp-inc,Doctorate,1,Never-married,Tech-support,Husband,White,Female,6,South,<=50K,0
78,Never-worked,Assoc-acdm,7,Separated,Protective-serv,Not-in-family,Other,Female,14,India,<=50K,0
52,Private,7th-8th,13,Married-civ-spouse,Sales,Not-in-family,White,Female,22,China,<=50K,0
72,Without-pay,HS-grad,8,Widowed,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,87,England,<=50K,0
31,Never-worked,Assoc-acdm,11,Married-AF-spouse,Exec-managerial,Not-in-family,Other,Male,31,Japan,<=50K,0
72,Private,Bachelors,13,Widowed,Exec-managerial,Own-child,Other,Female,28,England,<=50K,0
31,Private,1st-4th,14,Separated,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,19,Iran,<=50K,0
27,State-gov,Assoc-acdm,2,Never-married,Sales,Not-in-family,Black,Female,86,Germany,<=50K,0
29,Self-emp-not-inc,1st-4th,4,Widowed,Farming-fishing,Other-relative,Other,Male,1,Poland,<=50K,0
55,Self-emp-inc,Preschool,7,Never-married,Handlers-cleaners,Not-in-family,Black,Female,67,Cambodia,<=50K,0
61,Private,11th,1,Married-AF-spouse,Machine-op-inspct,Own-child,White,Male,72,India,<=50K,0
72,Self-emp-inc,7th-8th,6,Widowed,Craft-repair,Husband,White,Male,13,Germany,<=50K,0
63,Local-gov,HS-grad,5,Divorced,Armed-Forces,Not-in-family,Other,Female,51,United-States,<=50K,0
51,Without-pay,Assoc-voc,11,Never-married,Tech-support,Husband,Amer-Indian-Eskimo,Female,1,South,<=50K,0
58,Local-gov,HS-grad,6,Divorced,Protective-serv,Husband,White,Male,29,United-States,<=50K,0
27,Private,Masters,8,Widowed,Farming-fishing,Not-in-family,Black,Male,13,Philippines,<=50K,0
75,Never-worked,Assoc-acdm,11,Widowed,Farming-fishing,Not-in-family,Other,Female,42,England,<=50K,0
34,Self-emp-inc,Doctorate,11,Never-married,Tech-support,Other-relative,Other,Female,29,Greece,<=50K,0
34,Local-gov,Assoc-voc,1,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,94,India,<=50K,0
20,Self-emp-inc,Some-college,3,Divorced,Tech-support,Own-child,Other,Female,16,Japan,<=50K,0
79,Never-worked,12th,11,Married-AF-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,60,India,<=50K,0
48,Local-gov,Assoc-acdm,13,Married-AF-spouse,Sales,Husband,Black,Male,34,South,<=50K,0
68,Self-emp-inc,9th,9,Widowed,Adm-clerical,Husband,Asian-Pac-Islander,Female,40,Italy,<=50K,0
18,Never-worked,5th-6th,12,Separated,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,67,Vietnam,<=50K,0
29,State-gov,10th,8,Divorced,Handlers-cleaners,Own-child,Black,Female,93,Cambodia,<=50K,0
56,Federal-gov,10th,4,Married-spouse-absent,Protective-serv,Unmarried,Other,Male,94,South,<=50K,0
21,State-gov,5th-6th,11,Never-married,Craft-repair,Husband,Other,Male,55,Puerto-Rico,<=50K,0
59,Without-pay,1st-4th,14,Married-AF-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Male,58,Italy,<=50K,0
30,Private,Assoc-acdm,10,Married-civ-spouse,Priv-house-serv,Unmarried,Black,Male,52,Germany,<=50K,0
51,Self-emp-not-inc,Some-college,9,Widowed,Exec-managerial,Other-relative,White,Female,64,England,<=50K,0
59,Federal-gov,HS-grad,7,Never-married,Farming-fishing,Husband,Black,Female,98,Cuba,<=50K,0
38,Private,Bachelors,2,Separated,Tech-support,Own-child,Asian-Pac-Islander,Male,4,United-States,<=50K,0
39,Local-gov,5th-6th,1,Separated,Handlers-cleaners,Wife,Black,Male,48,Greece,<=50K,0
74,Without-pay,Assoc-voc,1,Divorced,Transport-moving,Other-relative,Black,Female,72,Greece,<=50K,0
21,Without-pay,9th,13,Separated,Handlers-cleaners,Other-relative,White,Female,18,Germany,<=50K,0
35,Self-emp-inc,12th,3,Married-AF-spouse,Transport-moving,Wife,Amer-Indian-Eskimo,Female,86,England,<=50K,0
22,Without-pay,Some-college,13,Separated,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,10,Greece,<=50K,0
36,Local-gov,12th,14,Never-married,Handlers-cleaners,Other-relative,White,Female,14,Philippines,<=50K,0
19,?,5th-6th,15,Widowed,Machine-op-inspct,Other-relative,Black,Female,51,Poland,<=50K,0
29,Without-pay,Prof-school,10,Married-spouse-absent,Other-service,Husband,Asian-Pac-Islander,Female,95,Poland,<=50K,0
34,State-gov,Masters,2,Married-spouse-absent,Other-service,Husband,White,Male,46,Jamaica,<=50K,0
27,?,9th,4,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,66,China,<=50K,0
51,?,Masters,14,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,61,Vietnam,<=50K,0
23,Local-gov,9th,15,Divorced,Farming-fishing,Husband,White,Female,2,Poland,<=50K,0
25,Federal-gov,5th-6th,14,Widowed,Sales,Other-relative,Black,Male,35,Philippines,<=50K,0
78,State-gov,Prof-school,8,Separated,Machine-op-inspct,Own-child,Other,Male,34,Mexico,<=50K,0
68,Without-pay,9th,5,Separated,Tech-support,Wife,Asian-Pac-Islander,Male,93,Mexico,<=50K,0
28,?,Doctorate,5,Married-spouse-absent,Craft-repair,Not-in-family,Other,Female,70,China,<=50K,0
74,Private,Assoc-acdm,6,Widowed,Protective-serv,Other-relative,Asian-Pac-Islander,Female,68,United-States,<=50K,0
29,Private,5th-6th,13,Divorced,Farming-fishing,Not-in-family,Other,Male,65,Mexico,<=50K,0
26,?,5th-6th,12,Separated,Farming-fishing,Unmarried,Other,Female,35,Germany,<=50K,0
19,Self-emp-inc,Prof-school,15,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Male,48,Italy,<=50K,0
25,Without-pay,10th,15,Married-AF-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,47,United-States,<=50K,0
75,Local-gov,Doctorate,5,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,90,India,<=50K,0
28,?,Masters,5,Married-AF-spouse,Craft-repair,Husband,Black,Female,93,Japan,<=50K,0
77,State-gov,HS-grad,15,Separated,Machine-op-inspct,Own-child,Black,Female,11,South,<=50K,0
70,?,Prof-school,14,Separated,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,62,India,<=50K,0
53,Never-worked,1st-4th,7,Separated,Exec-managerial,Other-relative,Other,Male,4,Japan,<=50K,0
27,Federal-gov,HS-grad,6,Married-spouse-absent,Transport-moving,Unmarried,Asian-Pac-Islander,Male,86,Iran,<=50K,0
